2026-08-23T18:40:32Z	boot	2026-08-23 20:38:05
2026-08-23T18:42:10Z	reboot_requested	after	S1
2026-08-23T18:42:19Z	boot	2026-08-23 20:42:00
2026-08-23T18:44:11Z	reboot_requested	after	S2
2026-08-23T18:44:20Z	boot	2026-08-23 20:44:02
